Date,Value,Customer_Profile,Product_Preference,Campaign_Success,Channel_Performance
2013-09-13,47.14088131745807,Medium,B,0,Ads
2013-09-14,24.426456542400796,High,C,0,Ads
2013-09-15,41.44856789801009,Medium,B,1,Email
2013-09-16,35.40189226715222,High,B,1,Ads
2013-09-17,19.476283160793944,High,B,0,Email
2013-09-18,19.79337578958917,High,A,0,Ads
2013-09-19,22.33789375112264,High,B,1,Social Media
2013-09-20,9.777885536714741,Low,B,0,Email
2013-09-21,21.620352429903743,Medium,B,1,Ads
2013-09-22,30.210280343101097,High,B,0,Social Media
2013-09-23,41.05624806078487,Medium,B,1,Social Media
2013-09-24,15.537339129239022,Medium,B,0,Social Media
2013-09-25,29.64949953502851,High,B,1,Email
2013-09-26,6.6179312117460185,Medium,A,1,Ads
2013-09-27,12.800932344369539,Medium,B,1,Ads
2013-09-28,14.94458072369947,High,C,0,Social Media
2013-09-29,25.205579708308747,High,A,1,Social Media
2013-09-30,28.61233572321306,Medium,B,0,Social Media
2013-10-01,36.11851704862649,Medium,B,1,Ads
2013-10-02,35.90792541117848,High,C,1,Ads
2013-10-03,31.130173391400007,Low,A,1,Social Media
2013-10-04,31.76452013632921,High,C,0,Social Media
2013-10-05,41.79916500364037,Medium,A,1,Email
2013-10-06,18.272674299228683,Low,A,0,Email
2013-10-07,28.693627272734382,Low,C,1,Email
2013-10-08,1.1810654860767897,Medium,B,1,Social Media
2013-10-09,22.89771239850737,Low,A,1,Email
2013-10-10,14.810265463616961,High,C,1,Social Media
2013-10-11,21.63601951035184,High,A,0,Email
2013-10-12,34.56324748560222,Medium,B,1,Ads
2013-10-13,28.26415060380959,Medium,A,0,Ads
2013-10-14,37.172814209186974,High,B,0,Ads
2013-10-15,43.555925033505154,High,C,0,Social Media
2013-10-16,31.870059353306424,Low,C,0,Social Media
2013-10-17,37.74145351781534,Low,B,0,Email
2013-10-18,20.233204629218328,High,C,1,Ads
2013-10-19,20.981656907634324,Medium,A,1,Social Media
2013-10-20,14.154952487793064,Low,A,1,Ads
2013-10-21,29.334385258230732,Medium,B,0,Email
2013-10-22,23.90545028234466,High,B,1,Ads
2013-10-23,16.66080272101515,Low,C,1,Ads
2013-10-24,25.832219008041218,Medium,A,0,Email
2013-10-25,37.15600819667723,Medium,C,0,Ads
2013-10-26,28.049640099977733,Low,C,1,Ads
2013-10-27,19.448732449229,Medium,B,1,Email
2013-10-28,29.416484552090367,High,C,1,Social Media
2013-10-29,6.342570879199993,Low,A,1,Email
2013-10-30,31.303399287630462,High,B,1,Social Media
2013-10-31,16.967892613981494,Medium,B,1,Social Media
2013-11-01,14.806682966684765,Medium,A,1,Email
2013-11-02,27.78180741089323,High,A,1,Social Media
2013-11-03,6.234685461648578,Medium,B,0,Social Media
2013-11-04,41.32697428220376,Low,B,0,Ads
2013-11-05,19.60625574692349,Low,A,0,Social Media
2013-11-06,21.63042556544489,Medium,C,1,Ads
2013-11-07,38.775946878038766,Low,B,1,Social Media
2013-11-08,36.14479499538611,Medium,C,0,Social Media
2013-11-09,52.727909881391625,Low,A,0,Social Media
2013-11-10,24.15335001230335,Medium,B,0,Social Media
2013-11-11,22.528505039020455,High,A,0,Ads
2013-11-12,6.505422554150071,Low,A,1,Email
2013-11-13,16.297413011205315,Low,C,0,Email
2013-11-14,11.930780947716746,Medium,C,0,Ads
2013-11-15,15.520423225130592,High,A,1,Social Media
2013-11-16,4.536951661487723,Medium,C,0,Ads
2013-11-17,41.137897110956516,Low,B,0,Social Media
2013-11-18,12.819509755670389,High,C,1,Social Media
2013-11-19,0.6630491206702409,Low,C,1,Email
2013-11-20,17.293377786047465,High,C,0,Email
2013-11-21,22.295461226659018,High,A,0,Ads
2013-11-22,14.887051416343802,Medium,A,0,Ads
2013-11-23,34.83248556065933,Low,C,1,Ads
2013-11-24,20.03760554505836,Medium,A,1,Social Media
2013-11-25,19.99093906203524,Low,C,1,Email
2013-11-26,25.369256795738206,High,C,0,Ads
2013-11-27,22.989999380348074,Low,A,1,Social Media
2013-11-28,31.88734443238888,High,A,1,Email
2013-11-29,13.56019117709671,Medium,A,1,Ads
2013-11-30,21.632972042570252,Medium,B,1,Email
2013-12-01,35.4661244451741,High,C,0,Email
2013-12-02,3.951855149763457,High,A,0,Email
2013-12-03,14.70025439368092,Low,B,1,Social Media
2013-12-04,31.509695713695535,High,B,0,Social Media
2013-12-05,19.163838677932063,High,A,0,Social Media
2013-12-06,30.89448892106082,Medium,C,1,Email
2013-12-07,27.947534998377602,Medium,A,1,Email
2013-12-08,7.404657568845041,Medium,B,0,Ads
2013-12-09,24.31822737101459,Low,A,1,Ads
2013-12-10,34.24149310226121,High,B,1,Email
2013-12-11,26.252455783917494,Low,A,1,Email
2013-12-12,17.456111634123232,Low,C,0,Ads
2013-12-13,37.72172650463636,Medium,B,1,Social Media
2013-12-14,35.77142083609867,Low,B,1,Email
2013-12-15,33.996447823025974,Medium,A,1,Ads
2013-12-16,33.77634281304945,Low,C,0,Email
2013-12-17,-5.862920551732017,Medium,A,1,Email
2013-12-18,30.460206232450993,High,A,1,Ads
2013-12-19,38.05570092664749,Medium,B,1,Email
2013-12-20,23.872220303848305,High,A,1,Social Media
2013-12-21,22.300730477820444,Medium,A,0,Email
2013-12-22,29.31174522279687,Low,C,1,Ads
2013-12-23,28.283511409474805,Low,B,0,Social Media
2013-12-24,33.8711792675602,Medium,C,0,Social Media
2013-12-25,29.063909409575423,High,A,1,Email
2013-12-26,21.869900856460742,High,B,1,Email
2013-12-27,18.6453520367278,High,C,0,Ads
2013-12-28,16.752216228064803,High,A,0,Social Media
2013-12-29,10.469661713050355,Low,C,1,Email
2013-12-30,11.090828826885112,Medium,B,0,Email
2013-12-31,37.70569666574205,Medium,A,0,Ads
2014-01-01,27.16704334955275,Medium,A,0,Ads
2014-01-02,14.244952252452672,Low,C,0,Ads
2014-01-03,18.566276346844134,High,B,1,Ads
2014-01-04,26.14997673693327,Medium,A,0,Social Media
2014-01-05,20.92052148541298,Low,C,0,Email
2014-01-06,29.845738520540806,High,C,0,Ads
2014-01-07,37.43276264354202,Low,B,1,Email
2014-01-08,28.44938936457942,Medium,C,0,Ads
2014-01-09,30.211469714746112,Medium,B,0,Social Media
2014-01-10,33.181881938759915,High,B,1,Social Media
2014-01-11,19.16435080711062,High,B,1,Social Media
2014-01-12,23.05959573378346,Low,B,0,Ads
2014-01-13,16.652563908132215,Medium,C,1,Email
2014-01-14,20.331724736729893,Medium,A,1,Ads
2014-01-15,19.345746287088186,High,B,0,Ads
2014-01-16,19.85884749634483,Medium,A,0,Social Media
2014-01-17,29.335694324535776,High,C,0,Social Media
2014-01-18,34.95739186817708,Medium,B,1,Email
2014-01-19,31.239535618713454,High,A,1,Social Media
2014-01-20,33.91232219541964,High,C,0,Social Media
2014-01-21,19.58917241061421,Low,C,1,Ads
2014-01-22,12.396494097596717,Medium,B,0,Ads
2014-01-23,26.173523942990602,Low,C,0,Social Media
2014-01-24,27.20915978583059,Medium,C,0,Social Media
2014-01-25,20.365167595384918,Medium,C,0,Email
2014-01-26,34.219160143693394,Low,C,0,Ads
2014-01-27,31.792883421298274,Medium,B,1,Email
2014-01-28,52.07639889118848,High,C,0,Social Media
2014-01-29,25.713093552800842,Low,B,1,Ads
2014-01-30,19.42481772922409,Medium,A,1,Email
2014-01-31,22.494891177100527,Medium,C,1,Ads
2014-02-01,23.388308832546187,Low,C,1,Social Media
2014-02-02,31.845981120584618,Medium,B,0,Ads
2014-02-03,2.970040007475909,Low,B,1,Ads
2014-02-04,35.3060207570734,High,B,1,Ads
2014-02-05,18.056037875585,Medium,B,1,Email
2014-02-06,17.518916412269398,Low,C,0,Ads
2014-02-07,10.06716121146424,Low,C,1,Email
2014-02-08,21.696487281582684,Medium,C,0,Ads
2014-02-09,25.526232458084653,High,C,1,Social Media
2014-02-10,26.624331197506606,Medium,A,1,Email
2014-02-11,32.92526344823552,High,B,1,Ads
2014-02-12,24.119704622476938,High,C,0,Social Media
2014-02-13,20.20336194863212,Low,B,1,Email
2014-02-14,32.686124813755775,High,B,1,Social Media
2014-02-15,25.654279967040473,Low,B,0,Ads
2014-02-16,24.20974390884061,High,B,1,Ads
2014-02-17,31.157936026170127,Low,A,1,Email
2014-02-18,9.881467106572877,Low,B,0,Social Media
2014-02-19,12.4299804586671,High,B,0,Ads
2014-02-20,35.53378750908425,High,A,0,Email
2014-02-21,10.688145348661251,High,C,0,Email
2014-02-22,14.872259672588434,High,B,1,Email
2014-02-23,37.83465261721043,Low,B,0,Ads
2014-02-24,32.51779095149527,Low,A,0,Ads
2014-02-25,30.332071952938612,Low,A,1,Email
2014-02-26,26.40342480086096,Low,A,0,Social Media
2014-02-27,25.097160836489124,Medium,A,1,Social Media
2014-02-28,21.434236109523102,Medium,C,0,Email
2014-03-01,34.24075198478775,High,A,1,Email
2014-03-02,16.245890728856864,Medium,A,0,Ads
2014-03-03,19.490443454350146,High,A,1,Social Media
2014-03-04,41.02892810667856,Medium,C,1,Email
2014-03-05,25.91521993153715,Low,A,0,Ads
2014-03-06,50.4091445741547,Low,A,0,Email
2014-03-07,28.727598929102626,Medium,B,0,Social Media
2014-03-08,43.929700877058124,Medium,C,0,Ads
2014-03-09,12.8445396027156,Low,A,1,Social Media
2014-03-10,28.97363801474615,Medium,C,0,Email
2014-03-11,9.056629828808592,Medium,B,1,Email
2014-03-12,30.91732534196002,Low,C,0,Email
2014-03-13,8.676310056730541,High,A,0,Email
2014-03-14,23.18533052542568,Medium,A,0,Email
2014-03-15,18.404015461962864,High,A,0,Email
2014-03-16,11.625258104025011,Medium,A,0,Social Media
2014-03-17,9.56966691170852,Low,C,1,Email
2014-03-18,23.1011744656996,Low,C,1,Email
2014-03-19,47.30505024902668,Medium,B,0,Social Media
2014-03-20,27.44046055673714,Medium,A,1,Email
2014-03-21,38.68842318500239,Low,C,1,Ads
2014-03-22,26.983938407448598,Medium,C,1,Email
2014-03-23,33.78551344933728,Medium,B,1,Email
2014-03-24,4.32109463325774,High,B,0,Social Media
2014-03-25,16.89177019371936,Medium,B,1,Ads
2014-03-26,29.96195515271667,Medium,C,1,Email
2014-03-27,19.71522177735759,Low,A,0,Social Media
2014-03-28,22.46558787687567,High,B,0,Ads
2014-03-29,21.581791292642578,Low,B,1,Social Media
2014-03-30,39.82797023634185,High,A,0,Ads
2014-03-31,32.99525739672133,Low,A,1,Social Media
2014-04-01,30.93529195265096,Low,A,1,Email
2014-04-02,36.06497937053767,High,C,1,Ads
2014-04-03,33.553789206607874,Medium,A,0,Ads
2014-04-04,27.260996588169824,High,A,0,Ads
2014-04-05,38.17795064853846,Low,A,1,Email
2014-04-06,20.439444753165954,Medium,C,1,Ads
2014-04-07,23.368977295513943,High,A,0,Social Media
2014-04-08,15.040044393360668,Medium,A,0,Ads
2014-04-09,24.95414456773074,Low,B,1,Social Media
2014-04-10,41.88716915990557,Low,C,1,Social Media
2014-04-11,22.024196563504436,High,C,1,Ads
2014-04-12,18.805541883671566,Low,C,0,Email
2014-04-13,40.582421736554664,High,A,1,Ads
2014-04-14,28.264996924083498,Low,B,1,Email
2014-04-15,28.748753951482364,Low,C,1,Ads
2014-04-16,24.80087365870625,High,C,0,Social Media
2014-04-17,23.616281303211416,Low,B,1,Social Media
2014-04-18,29.666295536613678,High,A,1,Ads
2014-04-19,12.317193778648903,Medium,C,1,Social Media
2014-04-20,11.473629370707432,Medium,C,0,Social Media
2014-04-21,24.425526106171034,Low,C,1,Email
2014-04-22,10.068300377803247,Low,C,1,Social Media
2014-04-23,14.848832276225128,Medium,C,0,Social Media
2014-04-24,48.9296561215117,Medium,C,0,Social Media
2014-04-25,38.30926275872309,High,C,1,Social Media
2014-04-26,29.770316633685802,High,A,0,Ads
2014-04-27,40.28595240384476,Low,C,0,Ads
2014-04-28,14.96289512835323,Medium,C,0,Ads
2014-04-29,19.786462339322192,Medium,C,0,Ads
2014-04-30,27.51419519245544,High,B,0,Ads
2014-05-01,29.73542333541841,Low,B,0,Ads
2014-05-02,26.842340587879573,Medium,B,0,Social Media
2014-05-03,-1.7136900596441542,Medium,A,0,Ads
2014-05-04,16.57501928316733,Low,A,1,Ads
2014-05-05,33.47264249097614,Low,B,0,Social Media
2014-05-06,26.82466242059151,High,A,1,Social Media
2014-05-07,56.25664784784861,Low,B,1,Ads
2014-05-08,39.25468564538976,Medium,C,1,Email
2014-05-09,33.60387215016401,Medium,C,0,Ads
2014-05-10,14.316272788258878,Low,C,0,Ads
2014-05-11,22.706956811415647,Medium,B,0,Email
2014-05-12,23.81037092277337,Low,C,0,Social Media
2014-05-13,32.226815626398796,Medium,C,0,Email
2014-05-14,30.646286620696955,High,A,1,Social Media
2014-05-15,34.15144408607939,High,A,1,Social Media
2014-05-16,17.139863325650083,High,B,1,Ads
2014-05-17,42.94607135564832,Medium,C,0,Social Media
2014-05-18,16.701220755046492,Low,B,0,Social Media
2014-05-19,25.614936238241032,Low,B,1,Ads
2014-05-20,34.415033646612045,Medium,B,1,Ads
2014-05-21,26.641306884726326,Low,A,1,Social Media
2014-05-22,15.54228080723634,High,B,0,Social Media
2014-05-23,14.961857711695648,High,B,1,Ads
2014-05-24,6.034462020534601,Medium,A,1,Social Media
2014-05-25,26.389000486659505,High,A,0,Social Media
2014-05-26,34.562469251773194,Low,A,0,Social Media
2014-05-27,22.940472071583567,High,B,1,Email
2014-05-28,22.498638192741993,Low,C,0,Social Media
2014-05-29,14.223916766724017,Low,B,1,Social Media
2014-05-30,39.758896661367366,Low,C,1,Email
2014-05-31,53.20687343454462,High,B,0,Email
2014-06-01,12.250982293725187,Medium,B,0,Ads
2014-06-02,17.62306203807782,Medium,B,1,Social Media
2014-06-03,18.92360018714196,Low,C,1,Ads
2014-06-04,17.651609758221248,Low,A,1,Social Media
2014-06-05,23.909140505498318,Low,C,0,Email
2014-06-06,37.332026308203424,High,C,0,Email
2014-06-07,32.164560442448,Low,B,0,Email
2014-06-08,29.34323673801056,Low,A,0,Ads
2014-06-09,19.385981995369207,Low,C,0,Ads
2014-06-10,17.87345426576503,Medium,A,1,Email
2014-06-11,22.78047170964779,Medium,B,1,Email
2014-06-12,46.694244395889534,Medium,A,0,Email
2014-06-13,29.726323742563746,Low,C,1,Email
2014-06-14,23.906196661172373,Low,A,0,Social Media
2014-06-15,23.998854702891855,Medium,A,1,Social Media
2014-06-16,31.658405066805354,High,A,1,Ads
2014-06-17,8.625861800729,High,C,0,Ads
2014-06-18,35.45855090068114,High,C,0,Social Media
2014-06-19,23.765158535940724,Low,B,0,Email
2014-06-20,22.026679770810276,High,C,1,Social Media
2014-06-21,31.1768726992183,High,C,1,Social Media
2014-06-22,31.376296756485193,Low,B,0,Social Media
2014-06-23,27.427605774513708,Low,A,0,Ads
2014-06-24,28.80621397444889,High,B,1,Email
2014-06-25,21.773346088450907,Low,B,1,Social Media
2014-06-26,35.05563364629793,High,C,1,Ads
2014-06-27,20.633355471989937,Low,B,1,Social Media
2014-06-28,13.967073790545724,Medium,B,0,Social Media
2014-06-29,23.53167310257756,High,B,1,Social Media
2014-06-30,34.72150304210511,High,C,0,Email
2014-07-01,21.838759740736485,Medium,B,1,Ads
2014-07-02,18.231964465457487,High,B,0,Ads
2014-07-03,30.910514127386882,Low,C,1,Email
2014-07-04,48.68203894224545,Low,A,1,Ads
2014-07-05,16.47185882343171,Low,B,0,Ads
2014-07-06,35.275090918396714,Low,A,0,Ads
2014-07-07,32.63105099032536,Medium,A,0,Social Media
2014-07-08,40.224230276057426,High,A,0,Social Media
2014-07-09,35.9792670327967,Low,A,1,Ads
2014-07-10,21.78000317130947,High,C,1,Social Media
2014-07-11,5.146546439786707,High,B,1,Email
2014-07-12,29.616010533835695,High,A,1,Ads
2014-07-13,14.092090707393014,Low,C,1,Social Media
2014-07-14,14.96843124319249,Medium,A,1,Social Media
2014-07-15,38.478201913459685,High,C,0,Ads
2014-07-16,20.328997704268083,Medium,C,1,Email
2014-07-17,45.14070350887235,High,C,0,Ads
2014-07-18,34.93125063329829,High,B,0,Email
2014-07-19,33.88958030140507,Medium,C,1,Ads
2014-07-20,31.798705312262282,High,C,1,Social Media
2014-07-21,9.802820938751108,Low,C,1,Email
2014-07-22,6.00064553158812,Medium,A,0,Email
2014-07-23,24.265932438619334,High,C,0,Social Media
2014-07-24,27.350731054284715,Low,C,1,Social Media
2014-07-25,23.39194117964862,Medium,C,0,Ads
2014-07-26,16.343349335818345,Medium,A,0,Ads
2014-07-27,27.307059161899584,Medium,C,0,Email
2014-07-28,28.73974598001819,High,C,1,Ads
2014-07-29,21.66201532627046,Low,C,1,Email
2014-07-30,41.83226337219794,Low,C,1,Ads
2014-07-31,13.513845629926735,Medium,C,1,Ads
2014-08-01,34.73064600712439,Low,C,1,Email
2014-08-02,30.147173320111744,High,A,0,Ads
2014-08-03,33.97908878094215,High,A,1,Email
2014-08-04,12.175967873169256,High,A,1,Email
2014-08-05,22.805015502666343,High,A,1,Email
2014-08-06,44.39929521734139,Low,A,1,Email
2014-08-07,31.30229738359492,Low,A,0,Ads
2014-08-08,28.246792054669044,Low,A,1,Social Media
2014-08-09,35.07428515080076,Medium,B,1,Social Media
2014-08-10,32.216703144489856,Medium,B,1,Ads
2014-08-11,53.72125840854372,Low,A,0,Email
2014-08-12,40.77117653126624,Low,C,1,Ads
2014-08-13,28.10423599481455,Medium,C,1,Email
2014-08-14,28.94413582652013,Medium,B,1,Email
2014-08-15,20.091429942926673,Medium,A,0,Social Media
2014-08-16,34.44627434643877,Medium,A,1,Social Media
2014-08-17,7.850184862745726,High,A,1,Social Media
2014-08-18,6.762076908205454,Medium,B,1,Email
2014-08-19,39.39156281115247,High,A,1,Social Media
2014-08-20,48.89531956392372,High,B,0,Ads
2014-08-21,34.48830525109189,High,A,0,Ads
2014-08-22,32.60365075469582,Medium,C,1,Email
2014-08-23,38.50468965760868,High,B,0,Ads
2014-08-24,24.582486021267425,High,A,0,Ads
2014-08-25,30.78998375406381,Medium,C,0,Ads
2014-08-26,26.9267909899939,Low,B,1,Ads
2014-08-27,30.382493216258613,High,C,1,Social Media
2014-08-28,6.8864760764555335,Medium,A,0,Ads
2014-08-29,16.961175386272746,Low,C,1,Email
2014-08-30,31.38123633534924,High,C,1,Ads
2014-08-31,18.171338690972114,Medium,A,0,Social Media
2014-09-01,17.55364938012594,Low,C,0,Email
2014-09-02,50.3485603023386,High,C,1,Email
2014-09-03,31.978786175244906,Low,A,0,Email
2014-09-04,26.262563867000633,Low,B,1,Email
2014-09-05,14.247522006561052,Low,B,1,Email
2014-09-06,36.48817369924514,Medium,B,0,Social Media
2014-09-07,33.645948062692476,High,B,1,Social Media
2014-09-08,21.246696643345512,Low,C,0,Social Media
2014-09-09,11.562849515970973,High,B,1,Social Media
2014-09-10,21.906321321261334,Low,C,0,Email
2014-09-11,14.69453934420698,Low,A,0,Social Media
2014-09-12,15.629203562382123,Low,B,0,Ads
2014-09-13,26.578276939944804,Medium,C,0,Social Media
2014-09-14,19.536516311662368,Medium,B,0,Email
2014-09-15,34.18542876602813,High,B,0,Social Media
2014-09-16,38.25140090593504,High,B,1,Email
2014-09-17,22.893105390977375,Medium,B,1,Ads
2014-09-18,15.629420386558056,Medium,A,0,Email
2014-09-19,42.384265285690034,High,B,1,Social Media
2014-09-20,14.949033365899178,High,C,1,Ads
2014-09-21,16.10441623209123,Medium,B,1,Email
2014-09-22,24.40228167212097,Low,C,1,Social Media
2014-09-23,29.16861507237148,High,B,1,Social Media
2014-09-24,22.609833827892675,Low,C,1,Ads
2014-09-25,32.34148887460856,Low,B,1,Social Media
2014-09-26,26.16313907679923,High,B,1,Email
2014-09-27,22.128563813731464,Low,B,1,Ads
2014-09-28,46.5543729988574,Low,C,0,Social Media
2014-09-29,56.29204787334187,Medium,C,1,Social Media
2014-09-30,46.38872694431338,Low,B,1,Ads
2014-10-01,28.306418636081204,High,A,1,Email
2014-10-02,42.80353355725523,High,B,0,Ads
2014-10-03,26.379572090269274,Low,B,1,Social Media
2014-10-04,17.61954370019322,High,A,0,Ads
2014-10-05,27.960540032822173,High,C,1,Social Media
2014-10-06,24.351941843061457,Medium,B,1,Email
2014-10-07,18.025504724767014,Low,A,0,Email
2014-10-08,21.312360161235418,High,C,1,Social Media
2014-10-09,39.98211730574976,Medium,A,0,Ads
2014-10-10,13.945611187246069,High,B,1,Ads
2014-10-11,37.56719938840764,High,C,0,Ads
2014-10-12,13.25035503277121,High,A,1,Social Media
2014-10-13,5.7934709229608,Low,A,0,Email
2014-10-14,6.198159253355463,Medium,B,0,Social Media
2014-10-15,42.60887209465408,Medium,B,0,Email
2014-10-16,20.550365127347643,Medium,C,1,Email
2014-10-17,24.284400645523924,Low,B,1,Ads
2014-10-18,39.6112823362497,High,B,0,Social Media
2014-10-19,37.32162483220787,Medium,A,0,Ads
2014-10-20,16.503105262584143,Low,A,1,Ads
2014-10-21,40.772991010278986,High,A,1,Email
2014-10-22,34.372468297736226,Low,C,0,Email
2014-10-23,28.227249649316494,Medium,C,1,Social Media
2014-10-24,29.906258820697836,High,C,1,Social Media
2014-10-25,39.92023888596316,Medium,A,1,Email
2014-10-26,15.844406961601186,High,B,0,Ads
2014-10-27,27.068786401507435,High,C,0,Social Media
2014-10-28,22.5364327500526,Medium,C,1,Email
2014-10-29,5.568748857078663,High,A,1,Social Media
2014-10-30,17.519065956255123,High,B,1,Ads
2014-10-31,30.035103483657117,Low,A,1,Email
2014-11-01,43.51415578889117,Low,B,0,Social Media
2014-11-02,42.2175636261635,Low,A,0,Social Media
2014-11-03,38.62250337555876,Low,B,1,Email
2014-11-04,23.609471043265543,High,C,0,Email
2014-11-05,47.79264738057705,Low,C,0,Social Media
2014-11-06,29.391406845271533,Medium,B,0,Ads
2014-11-07,14.757864196536769,High,C,1,Email
2014-11-08,21.34957883045769,Low,B,0,Ads
2014-11-09,31.715791673469106,High,B,0,Social Media
2014-11-10,23.73839777296297,High,A,1,Email
2014-11-11,34.53311116114318,Medium,A,0,Ads
2014-11-12,39.263047947938816,Low,B,1,Email
2014-11-13,34.66861754453763,Low,A,0,Email
2014-11-14,23.748551299171346,Medium,B,1,Email
2014-11-15,34.12464567837806,High,A,1,Ads
2014-11-16,32.33208163215026,Low,C,0,Ads
2014-11-17,48.491127779413915,Low,C,0,Ads
2014-11-18,11.092666462529618,Low,A,1,Email
2014-11-19,23.590743674944147,Medium,B,0,Email
2014-11-20,17.456393993558876,Medium,B,0,Ads
2014-11-21,26.22466789220591,Medium,A,0,Social Media
2014-11-22,-0.5915914126012005,Medium,C,1,Social Media
2014-11-23,36.93657733617282,Low,A,0,Ads
2014-11-24,28.48673348532215,Low,A,0,Social Media
2014-11-25,12.338873721098423,High,C,0,Email
2014-11-26,28.835768465006858,High,C,0,Ads
2014-11-27,38.97944121222226,Low,C,1,Social Media
2014-11-28,16.08413812580742,Medium,B,0,Email
2014-11-29,30.04704275009672,Medium,C,1,Ads
2014-11-30,16.898033218670406,Medium,C,0,Email
2014-12-01,19.496567781928952,Low,A,1,Email
2014-12-02,23.68341590517293,Low,C,1,Social Media
2014-12-03,24.828420462097267,High,A,1,Social Media
2014-12-04,19.19845819732321,Medium,B,0,Ads
2014-12-05,28.63816390560171,Low,A,1,Ads
2014-12-06,36.65216473858148,Medium,C,1,Ads
2014-12-07,28.119316122403387,Low,A,0,Social Media
2014-12-08,46.883897874967445,Medium,C,1,Ads
2014-12-09,47.631676287040804,High,B,1,Ads
2014-12-10,27.829788422367795,Low,C,1,Email
2014-12-11,23.753570343186126,Low,A,1,Ads
2014-12-12,10.947923886112232,High,A,1,Social Media
2014-12-13,23.908175842433792,Medium,A,1,Ads
2014-12-14,19.900358689139182,Medium,B,0,Ads
2014-12-15,30.904738329227996,Low,B,1,Ads
2014-12-16,8.931099727653846,Medium,B,1,Email
2014-12-17,23.25915518384379,Low,B,1,Ads
2014-12-18,38.28297246539344,Medium,C,1,Email
2014-12-19,23.72746029012929,High,C,0,Email
2014-12-20,25.06592362605455,Low,B,0,Email
2014-12-21,18.659846049715497,Low,B,0,Ads
2014-12-22,58.440738127177625,Low,C,1,Email
2014-12-23,22.77439862814225,High,B,0,Email
2014-12-24,14.703069643114432,Medium,C,0,Ads
2014-12-25,17.25281732091044,High,B,0,Social Media
2014-12-26,15.910491892775756,Low,B,1,Ads
2014-12-27,20.540638510466287,High,C,0,Email
2014-12-28,32.403272327108006,Medium,C,0,Email
2014-12-29,23.17270732311098,High,B,0,Social Media
2014-12-30,19.490435065509153,Low,C,0,Email
2014-12-31,16.64021749127742,High,A,0,Social Media
2015-01-01,33.029429472656616,Medium,C,1,Ads
2015-01-02,33.67435299020321,Medium,B,0,Social Media
2015-01-03,47.66251215770264,Low,B,1,Email
2015-01-04,31.2907614441138,High,C,0,Email
2015-01-05,26.83333926765154,High,A,0,Email
2015-01-06,14.90223634304835,Low,C,0,Ads
2015-01-07,20.712624949990566,Medium,B,0,Email
2015-01-08,18.970103847059534,High,C,1,Email
2015-01-09,20.569744186982003,High,B,0,Social Media
2015-01-10,16.686255818147984,Low,A,0,Ads
2015-01-11,34.22510374114652,High,B,0,Email
2015-01-12,29.851718379767895,Medium,A,0,Email
2015-01-13,30.928636191291165,High,B,1,Social Media
2015-01-14,16.228211976759923,Low,C,1,Ads
2015-01-15,37.40781689545206,Low,C,1,Ads
2015-01-16,35.35359021071342,Low,C,0,Social Media
2015-01-17,19.54901295617027,High,B,1,Social Media
2015-01-18,35.42744304172275,High,A,0,Social Media
2015-01-19,10.243278199982322,Low,B,0,Email
2015-01-20,23.256463437169486,Medium,B,1,Ads
2015-01-21,21.681149866373545,Low,C,0,Ads
2015-01-22,13.229933406541793,Low,C,0,Social Media
2015-01-23,30.861973132568963,Low,B,1,Ads
2015-01-24,48.424443012138454,Low,A,1,Ads
2015-01-25,33.72982659613471,High,B,1,Social Media
2015-01-26,28.858164518335713,Low,B,0,Ads
2015-01-27,37.059803354939554,High,C,0,Email
2015-01-28,31.65778894907829,Medium,C,1,Email
2015-01-29,28.33481309508801,Medium,A,1,Email
2015-01-30,21.388262716543743,Medium,B,1,Social Media
2015-01-31,38.229327690579126,Low,C,1,Social Media
2015-02-01,28.159112222631332,Low,A,0,Ads
2015-02-02,19.228355715625636,Low,A,1,Email
2015-02-03,25.44451529426821,Low,A,0,Ads
2015-02-04,21.679419082354617,High,A,0,Social Media
2015-02-05,25.438397775939944,Low,B,0,Email
2015-02-06,26.767538560415492,High,B,0,Email
2015-02-07,22.264973079331718,High,C,1,Ads
2015-02-08,40.480515583453126,High,C,1,Social Media
2015-02-09,27.8073255883061,Medium,C,1,Social Media
2015-02-10,33.71535254771604,Low,A,0,Ads
2015-02-11,19.059882656641918,Medium,B,0,Social Media
2015-02-12,23.524660548108073,Medium,B,0,Social Media
2015-02-13,16.605390647664052,High,A,1,Email
2015-02-14,31.833584655886938,Medium,C,1,Email
2015-02-15,24.16323377880819,Low,C,1,Social Media
2015-02-16,21.90248918551569,Low,C,1,Ads
2015-02-17,15.226843626857622,High,B,1,Ads
2015-02-18,36.05277100479157,Medium,A,1,Email
2015-02-19,26.64394348537252,Medium,C,1,Social Media
2015-02-20,32.66813632878762,Low,B,0,Email
2015-02-21,25.917589551792815,Medium,C,0,Social Media
2015-02-22,37.83285775166195,High,B,1,Social Media
2015-02-23,31.32004709648983,Low,B,0,Email
2015-02-24,28.71912155899868,High,A,1,Email
2015-02-25,17.674905374959604,High,A,1,Email
2015-02-26,29.421645636654304,High,C,1,Email
2015-02-27,43.91861693157275,High,B,1,Ads
2015-02-28,21.012503430935173,High,B,1,Social Media
2015-03-01,33.48983279560541,Low,C,1,Social Media
2015-03-02,16.925243677980816,High,A,1,Email
2015-03-03,47.83311795740172,High,C,0,Ads
